YMD,YM,MD,Product,Price,KRW_USD_EXR,Annual_Call_Rate,item_PPI,item_CPI,Food_Price_Index,Cereals_Price_Index,DayAvg_Temperature,DayDiff_Temperature,DayAvg_RelativeHumidity,DaySum_Rainfall,DayAvg_WindSpeed,DaySum_Sunshine,Warning_Count
2016-05-11,201605,511,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,15.6,9.8,74.6,2.0,1.4,4.8,0.0
2016-05-12,201605,512,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,17.0,13.8,70.6,0.0,1.4,6.2,0.0
2016-05-13,201605,513,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,15.4,10.2,70.6,0.0,1.6,3.6,0.0
2016-05-16,201605,516,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,14.2,12.0,66.2,11.2,2.4,5.0,0.6
2016-05-17,201605,517,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,16.8,18.0,58.6,0.0,1.4,7.6,0.0
2016-05-18,201605,518,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,19.2,19.2,55.8,0.0,1.2,7.4,0.0
2016-05-19,201605,519,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,19.6,16.4,55.2,0.0,1.4,6.0,0.0
2016-05-20,201605,520,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,19.0,17.2,60.6,0.0,1.4,6.8,0.0
2016-05-23,201605,523,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,20.6,17.0,54.0,0.0,1.4,6.8,0.0
2016-05-24,201605,524,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,17.6,6.4,84.4,24.2,1.4,0.2,0.0
2016-05-25,201605,525,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,18.8,11.6,72.4,0.0,1.2,6.6,0.0
2016-05-26,201605,526,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,19.6,12.2,69.4,0.0,1.0,3.8,0.0
2016-05-27,201605,527,마늘,68750.0,1208.5,1.34,150.19,145.187,90.6,91.1,20.6,11.2,66.2,0.4,1.0,3.8,0.0
2016-05-30,201605,530,마늘,53269.230769230766,1208.5,1.34,150.19,145.187,90.6,91.1,20.6,15.4,65.2,0.0,1.6,7.4,0.2
2016-05-31,201605,531,마늘,53269.230769230766,1208.5,1.34,150.19,145.187,90.6,91.1,20.8,12.4,61.8,0.0,1.2,5.8,0.2
2016-06-01,201606,601,마늘,44250.0,1208.5,1.34,147.8,148.957,93.8,94.1,20.2,10.8,60.2,0.0,1.8,4.6,0.0
2016-06-02,201606,602,마늘,44250.0,1208.5,1.34,147.8,148.957,93.8,94.1,19.8,13.6,63.0,0.0,1.4,7.6,0.0
2016-06-03,201606,603,마늘,44250.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.4,15.4,57.4,0.0,1.2,5.2,0.0
2016-06-07,201606,607,마늘,44450.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.0,8.8,77.4,0.2,1.4,2.0,0.0
2016-06-08,201606,608,마늘,45050.0,1208.5,1.34,147.8,148.957,93.8,94.1,20.4,6.2,84.0,3.4,0.8,0.0,0.0
2016-06-09,201606,609,마늘,45200.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.2,10.0,76.2,0.0,1.2,3.6,0.0
2016-06-10,201606,610,마늘,45200.0,1208.5,1.34,147.8,148.957,93.8,94.1,22.8,12.4,71.0,0.0,1.0,5.2,0.0
2016-06-13,201606,613,마늘,45150.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.8,8.2,76.8,0.4,1.6,3.0,0.0
2016-06-14,201606,614,마늘,45350.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.6,9.2,78.4,0.4,1.4,3.2,0.0
2016-06-15,201606,615,마늘,45450.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.6,7.2,78.6,1.4,1.6,1.0,0.0
2016-06-16,201606,616,마늘,45650.0,1208.5,1.34,147.8,148.957,93.8,94.1,21.8,7.4,76.2,0.0,2.0,2.6,0.0
2016-06-17,201606,617,마늘,45650.0,1208.5,1.34,147.8,148.957,93.8,94.1,22.2,11.4,70.0,0.0,1.6,6.8,0.4
2016-06-20,201606,620,마늘,45650.0,1208.5,1.34,147.8,148.957,93.8,94.1,23.2,10.4,76.6,8.2,1.6,2.8,0.4
2016-06-21,201606,621,마늘,42230.769230769234,1208.5,1.34,147.8,148.957,93.8,94.1,23.2,7.6,77.6,0.8,1.2,1.8,0.0
2016-06-22,201606,622,마늘,42230.769230769234,1208.5,1.34,147.8,148.957,93.8,94.1,22.8,6.8,82.2,10.6,1.8,0.2,0.2
2016-06-23,201606,623,마늘,42230.769230769234,1208.5,1.34,147.8,148.957,93.8,94.1,24.4,10.8,72.8,0.2,1.2,5.0,0.0
2016-06-24,201606,624,마늘,42076.92307692308,1208.5,1.34,147.8,148.957,93.8,94.1,22.2,6.2,86.6,24.8,2.0,0.2,0.0
2016-06-27,201606,627,마늘,41923.07692307692,1208.5,1.34,147.8,148.957,93.8,94.1,21.6,9.6,75.0,1.2,0.8,1.0,0.0
2016-06-28,201606,628,마늘,41615.38461538462,1208.5,1.34,147.8,148.957,93.8,94.1,22.0,9.2,74.6,1.4,1.2,1.8,0.0
2016-06-29,201606,629,마늘,43000.0,1208.5,1.34,147.8,148.957,93.8,94.1,22.4,7.0,78.6,9.8,1.2,0.8,0.2
2016-06-30,201606,630,마늘,43000.0,1208.5,1.34,147.8,148.957,93.8,94.1,24.0,8.6,79.2,1.6,1.6,3.6,0.0
2016-07-01,201607,701,마늘,43000.0,1208.5,1.34,137.24,140.144,93.0,90.4,24.285714285714285,5.142857142857143,85.28571428571429,49.142857142857146,2.2857142857142856,0.1428571428571428,0.7142857142857143
2016-07-04,201607,704,마늘,43000.0,1208.5,1.34,137.24,140.144,93.0,90.4,23.6,4.6,89.6,22.2,1.4,0.8,0.2
2016-07-05,201607,705,마늘,42846.15384615384,1208.5,1.34,137.24,140.144,93.0,90.4,26.6,8.6,78.2,9.0,2.2,4.4,0.4
2016-07-06,201607,706,마늘,48812.5,1208.5,1.34,137.24,140.144,93.0,90.4,24.4,7.6,69.6,24.4,1.4,3.2,0.4
2016-07-07,201607,707,마늘,48437.5,1208.5,1.34,137.24,140.144,93.0,90.4,19.8,10.4,47.6,0.6,1.0,4.2,0.4
2016-07-08,201607,708,마늘,48750.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.2,10.6,76.6,1.2,1.4,6.2,0.8
2016-07-11,201607,711,마늘,48125.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.0,8.6,80.4,0.6,0.8,0.6,0.0
2016-07-12,201607,712,마늘,48125.0,1208.5,1.34,137.24,140.144,93.0,90.4,24.6,6.8,85.0,16.2,1.2,0.6,0.2
2016-07-13,201607,713,마늘,48125.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.8,8.4,79.2,0.0,1.4,2.4,0.2
2016-07-14,201607,714,마늘,48125.0,1208.5,1.34,137.24,140.144,93.0,90.4,24.4,8.4,76.2,0.0,1.6,3.6,0.2
2016-07-15,201607,715,마늘,48125.0,1208.5,1.34,137.24,140.144,93.0,90.4,24.8,9.2,68.8,2.6,2.0,3.8,0.0
2016-07-18,201607,718,마늘,48125.0,1208.5,1.34,137.24,140.144,93.0,90.4,23.8,9.0,75.2,0.0,0.8,4.4,0.0
2016-07-19,201607,719,마늘,48000.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.6,10.4,74.0,0.0,1.8,5.0,0.0
2016-07-20,201607,720,마늘,46625.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.4,8.8,73.0,0.0,2.0,4.2,0.4
2016-07-21,201607,721,마늘,46625.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.8,9.6,71.4,0.0,1.6,4.6,0.6
2016-07-22,201607,722,마늘,46625.0,1208.5,1.34,137.24,140.144,93.0,90.4,25.8,9.8,72.0,0.0,2.0,7.2,0.6
2016-07-25,201607,725,마늘,45875.0,1208.5,1.34,137.24,140.144,93.0,90.4,27.4,7.0,82.4,1.4,1.4,2.0,0.8
2016-07-26,201607,726,마늘,45875.0,1208.5,1.34,137.24,140.144,93.0,90.4,28.2,8.2,75.0,0.0,1.6,5.8,0.8
2016-07-27,201607,727,마늘,45875.0,1208.5,1.34,137.24,140.144,93.0,90.4,28.4,8.0,73.4,0.0,1.8,5.6,0.8
2016-07-28,201607,728,마늘,45875.0,1208.5,1.34,137.24,140.144,93.0,90.4,28.8,8.8,74.6,0.4,1.4,4.0,0.6
2016-07-29,201607,729,마늘,45437.5,1208.5,1.34,137.24,140.144,93.0,90.4,28.6,8.6,77.2,13.2,1.4,5.4,1.0
2016-08-01,201608,801,마늘,45687.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.8,10.4,74.8,1.6,1.0,4.4,1.0
2016-08-02,201608,802,마늘,45687.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.0,7.0,79.4,0.2,1.0,1.8,1.0
2016-08-03,201608,803,마늘,45687.5,1208.5,1.34,136.23,128.424,95.3,89.3,26.4,8.2,79.6,5.8,1.2,1.6,1.0
2016-08-04,201608,804,마늘,45687.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.6,10.2,76.2,0.6,1.4,4.2,0.4
2016-08-05,201608,805,마늘,45687.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.8,10.2,75.4,0.0,1.2,5.6,1.0
2016-08-08,201608,808,마늘,45687.5,1208.5,1.34,136.23,128.424,95.3,89.3,28.2,10.0,75.2,7.2,1.0,4.2,1.0
2016-08-09,201608,809,마늘,45437.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.4,9.0,74.0,8.6,1.4,5.4,0.8
2016-08-10,201608,810,마늘,45937.5,1208.5,1.34,136.23,128.424,95.3,89.3,28.2,10.4,73.2,0.0,3.8,6.2,1.0
2016-08-11,201608,811,마늘,45937.5,1208.5,1.34,136.23,128.424,95.3,89.3,29.2,12.4,69.8,0.0,1.2,7.0,1.0
2016-08-12,201608,812,마늘,45937.5,1208.5,1.34,136.23,128.424,95.3,89.3,29.4,12.0,69.4,0.0,1.4,7.0,1.0
2016-08-16,201608,816,마늘,46250.0,1208.5,1.34,136.23,128.424,95.3,89.3,27.8,9.0,69.8,8.2,1.2,5.2,1.0
2016-08-17,201608,817,마늘,46250.0,1208.5,1.34,136.23,128.424,95.3,89.3,27.4,11.2,72.0,0.0,1.2,5.0,1.0
2016-08-18,201608,818,마늘,46375.0,1208.5,1.34,136.23,128.424,95.3,89.3,28.0,10.0,70.6,0.0,1.6,5.6,1.0
2016-08-19,201608,819,마늘,46375.0,1208.5,1.34,136.23,128.424,95.3,89.3,27.8,10.4,70.6,0.8,1.2,5.0,1.0
2016-08-22,201608,822,마늘,46375.0,1208.5,1.34,136.23,128.424,95.3,89.3,27.6,10.8,71.4,0.0,1.4,6.0,0.8
2016-08-23,201608,823,마늘,46375.0,1208.5,1.34,136.23,128.424,95.3,89.3,27.2,9.4,71.8,0.6,1.4,4.2,0.8
2016-08-24,201608,824,마늘,46437.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.2,10.8,68.6,0.0,1.4,6.4,0.8
2016-08-25,201608,825,마늘,46437.5,1208.5,1.34,136.23,128.424,95.3,89.3,27.6,12.8,66.4,0.0,1.4,5.2,0.8
2016-08-26,201608,826,마늘,46437.5,1208.5,1.34,136.23,128.424,95.3,89.3,23.2,-3.2,81.2,5.8,1.8,1.8,0.0
2016-08-29,201608,829,마늘,46437.5,1208.5,1.34,136.23,128.424,95.3,89.3,21.2,8.4,67.0,0.6,2.4,3.4,0.0
2016-08-30,201608,830,마늘,46437.5,1208.5,1.34,136.23,128.424,95.3,89.3,21.8,8.8,65.2,0.4,3.4,2.4,0.6
2016-08-31,201608,831,마늘,46437.5,1208.5,1.34,136.23,128.424,95.3,89.3,23.0,8.4,63.0,4.4,3.8,3.4,1.0
2016-09-01,201609,901,마늘,57772.72727272727,1208.5,1.34,138.17,126.91,96.1,86.3,25.2,11.8,64.8,0.8,2.4,5.6,0.0
2016-09-02,201609,902,마늘,58045.454545454544,1208.5,1.34,138.17,126.91,96.1,86.3,22.0,4.8,85.6,28.0,1.2,0.0,0.0
2016-09-05,201609,905,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,24.6,7.4,81.6,0.2,1.0,1.2,0.0
2016-09-06,201609,906,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,23.4,7.2,82.4,0.0,0.8,0.6,0.0
2016-09-07,201609,907,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,23.0,8.4,79.2,0.4,0.8,1.0,0.0
2016-09-08,201609,908,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,23.2,10.0,75.4,1.4,1.0,5.0,0.0
2016-09-09,201609,909,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,22.8,9.0,78.0,1.6,1.2,4.4,0.0
2016-09-12,201609,912,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,22.0,6.4,85.8,7.4,0.8,1.4,0.0
2016-09-13,201609,913,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,22.2,10.4,79.0,0.0,1.0,5.0,0.0
2016-09-19,201609,919,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,21.0,5.5,73.16666666666667,5.666666666666667,2.833333333333333,0.0,0.3333333333333333
2016-09-20,201609,920,마늘,58090.90909090909,1208.5,1.34,138.17,126.91,96.1,86.3,19.4,9.6,58.2,0.0,2.2,5.2,0.2
2016-09-21,201609,921,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,19.0,10.4,65.0,0.0,1.6,3.6,0.0
2016-09-22,201609,922,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,19.4,8.4,74.2,0.2,0.8,1.8,0.0
2016-09-23,201609,923,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,19.8,11.6,74.4,0.0,1.0,4.8,0.0
2016-09-26,201609,926,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,22.4,8.4,83.8,2.0,1.0,0.2,0.0
2016-09-27,201609,927,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,23.8,7.4,86.4,3.4,1.0,1.8,0.0
2016-09-28,201609,928,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,21.6,5.0,88.2,15.6,1.2,0.6,0.2
2016-09-29,201609,929,마늘,68187.5,1208.5,1.34,138.17,126.91,96.1,86.3,19.6,5.2,82.6,4.8,1.4,0.0,0.0
2016-09-30,201609,930,마늘,68562.5,1208.5,1.34,138.17,126.91,96.1,86.3,18.2,3.4,91.6,14.8,1.0,0.0,0.0
2016-10-04,201610,1004,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,22.0,9.8,77.8,4.6,2.2,2.4,0.2
2016-10-05,201610,1005,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,19.8,7.2,85.0,60.4,3.4,1.2,0.8
2016-10-06,201610,1006,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,18.8,9.6,74.0,0.0,1.4,5.2,0.0
2016-10-07,201610,1007,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,18.6,7.4,80.8,6.8,1.6,1.4,0.0
2016-10-10,201610,1010,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,14.2,9.6,67.6,0.0,1.0,3.0,0.0
2016-10-11,201610,1011,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.0,8.8,75.8,0.0,0.4,1.4,0.0
2016-10-12,201610,1012,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.6,9.6,68.6,0.0,1.2,3.0,0.0
2016-10-13,201610,1013,마늘,68562.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.2,8.8,71.4,0.0,0.6,1.6,0.0
2016-10-14,201610,1014,마늘,69062.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.4,13.8,74.6,0.0,0.6,4.4,0.0
2016-10-17,201610,1017,마늘,69062.5,1208.5,1.34,142.49,131.201,95.9,86.7,18.0,8.2,84.4,0.0,1.2,2.8,0.0
2016-10-18,201610,1018,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,16.6,10.6,81.6,0.0,1.0,2.0,0.0
2016-10-19,201610,1019,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,16.8,10.4,82.4,0.0,0.8,2.6,0.0
2016-10-20,201610,1020,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,17.2,10.4,78.8,0.0,0.8,1.6,0.0
2016-10-21,201610,1021,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,16.6,4.2,77.6,3.6,1.6,0.0,0.0
2016-10-24,201610,1024,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.0,8.8,74.0,0.0,1.4,3.8,0.0
2016-10-25,201610,1025,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.4,8.6,84.6,11.6,1.6,0.8,0.0
2016-10-26,201610,1026,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,14.6,8.2,79.4,1.4,1.0,1.8,0.0
2016-10-27,201610,1027,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,15.0,9.0,76.2,0.0,1.4,0.2,0.0
2016-10-28,201610,1028,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,14.6,4.4,83.0,9.4,1.8,0.0,0.0
2016-10-31,201610,1031,마늘,69812.5,1208.5,1.34,142.49,131.201,95.9,86.7,9.2,6.8,69.6,0.0,1.0,0.0,0.0
2016-11-01,201611,1101,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,5.6,8.6,54.6,0.0,2.4,4.0,0.0
2016-11-02,201611,1102,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,6.0,11.6,57.8,0.0,1.6,5.2,0.0
2016-11-03,201611,1103,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,8.4,12.0,70.4,0.0,1.2,2.4,0.0
2016-11-04,201611,1104,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,9.8,14.6,73.8,0.0,1.4,4.6,0.0
2016-11-07,201611,1107,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,13.8,8.8,72.6,0.4,1.4,2.6,0.0
2016-11-08,201611,1108,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,8.8,9.4,64.8,1.8,2.8,2.2,0.4
2016-11-09,201611,1109,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,5.0,10.0,56.8,0.0,1.4,5.0,0.4
2016-11-10,201611,1110,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,8.4,8.8,72.0,2.8,1.0,0.6,0.0
2016-11-11,201611,1111,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,9.8,11.0,69.4,1.8,1.6,3.6,0.0
2016-11-14,201611,1114,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,14.4,9.4,86.4,5.6,1.0,0.8,0.0
2016-11-15,201611,1115,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,9.6,11.6,57.4,0.0,2.2,4.2,0.0
2016-11-16,201611,1116,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,7.4,14.4,59.6,0.0,0.8,4.4,0.0
2016-11-17,201611,1117,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,9.6,12.6,62.2,0.0,0.8,3.6,0.0
2016-11-18,201611,1118,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,11.2,12.2,79.4,6.2,1.4,1.0,0.0
2016-11-21,201611,1121,마늘,69812.5,1208.5,1.34,146.46,128.173,95.8,86.0,12.2,8.6,76.4,1.8,1.4,1.0,0.0
2016-11-22,201611,1122,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,7.0,7.6,63.2,0.0,3.0,0.6,0.4
2016-11-23,201611,1123,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,4.2,6.0,46.6,0.0,2.6,1.8,0.4
2016-11-24,201611,1124,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,2.0,6.2,48.4,0.0,3.0,3.0,0.2
2016-11-25,201611,1125,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,3.2,9.4,54.8,0.0,1.4,3.8,0.2
2016-11-28,201611,1128,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,5.0,8.2,61.4,0.0,2.0,3.0,0.0
2016-11-29,201611,1129,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,4.0,10.6,53.8,0.0,1.0,4.6,0.0
2016-11-30,201611,1130,마늘,71062.5,1208.5,1.34,146.46,128.173,95.8,86.0,7.4,8.2,72.6,1.0,0.8,0.0,0.0
2016-12-01,201612,1201,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,6.8,10.0,60.2,0.2,2.8,2.6,0.0
2016-12-05,201612,1205,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,8.0,11.8,68.6,0.0,2.2,2.8,0.0
2016-12-06,201612,1206,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,2.4,9.8,48.2,0.0,2.6,3.6,0.0
2016-12-07,201612,1207,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,2.2,11.6,67.2,0.0,1.2,1.2,0.0
2016-12-08,201612,1208,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,4.2,13.0,70.6,3.2,1.0,3.8,0.0
2016-12-09,201612,1209,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,5.2,9.6,59.8,0.0,2.6,3.0,0.0
2016-12-12,201612,1212,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,5.2,13.4,59.4,0.0,0.6,2.4,0.0
2016-12-13,201612,1213,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,6.2,8.2,70.0,0.0,1.2,1.0,0.0
2016-12-14,201612,1214,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,2.6,4.2,69.0,0.2,2.4,0.0,0.4
2016-12-15,201612,1215,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,1.2,5.2,55.6,0.0,3.2,3.0,0.4
2016-12-16,201612,1216,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,-0.2,7.6,55.0,0.2,2.6,3.0,0.4
2016-12-19,201612,1219,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,8.2,7.0,86.0,3.2,0.6,0.0,0.0
2016-12-20,201612,1220,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,8.0,9.6,83.8,0.0,0.8,2.2,0.0
2016-12-21,201612,1221,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,11.5,11.166666666666666,87.66666666666667,15.666666666666666,1.8333333333333333,0.1666666666666666,0.3333333333333333
2016-12-22,201612,1222,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,9.166666666666666,11.166666666666666,77.0,5.833333333333333,4.166666666666667,0.3333333333333333,0.6666666666666666
2016-12-23,201612,1223,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,3.0,1.2,63.2,0.2,4.2,0.6,0.6
2016-12-26,201612,1226,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,5.4,4.6,87.4,12.8,1.6,0.0,0.0
2016-12-27,201612,1227,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,2.2,7.0,61.2,0.0,4.0,1.8,0.6
2016-12-28,201612,1228,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,-0.2,9.8,60.8,0.0,1.2,4.4,0.6
2016-12-29,201612,1229,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,0.4,6.4,58.0,0.2,2.6,3.0,0.0
2016-12-30,201612,1230,마늘,71062.5,1208.5,1.34,147.77,130.379,95.1,86.1,0.0,9.8,60.2,0.0,1.2,4.6,0.0
2017-01-02,201701,102,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,5.8,11.0,78.0,0.0,1.0,1.4,0.0
2017-01-03,201701,103,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,3.8,10.8,66.8,0.0,1.4,4.6,0.0
2017-01-04,201701,104,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,3.6,11.8,69.0,0.0,0.8,4.0,0.0
2017-01-05,201701,105,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,5.4,8.4,70.0,1.8,1.4,0.2,0.0
2017-01-06,201701,106,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,6.2,9.4,72.2,0.4,1.2,1.6,0.0
2017-01-09,201701,109,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,4.6,8.4,59.8,0.0,3.4,1.8,0.0
2017-01-10,201701,110,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,1.6,7.0,54.0,0.0,3.0,3.0,0.0
2017-01-11,201701,111,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-0.2,6.8,50.0,0.0,2.4,3.2,0.0
2017-01-12,201701,112,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,1.8,10.0,58.6,0.0,2.2,2.4,0.2
2017-01-13,201701,113,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-0.5,10.0,54.0,0.0,2.6666666666666665,2.833333333333333,0.6666666666666666
2017-01-16,201701,116,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-2.5,13.333333333333334,54.833333333333336,0.0,1.0,4.0,0.5
2017-01-17,201701,117,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-1.3333333333333333,13.833333333333334,59.5,0.0,0.5,3.8333333333333335,0.5
2017-01-18,201701,118,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,0.6,10.2,64.0,0.0,0.8,1.6,0.2
2017-01-19,201701,119,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,0.8,10.8,66.2,0.0,0.8,2.8,0.2
2017-01-20,201701,120,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-1.0,6.5,69.83333333333333,1.8333333333333333,3.6666666666666665,1.1666666666666667,0.6666666666666666
2017-01-23,201701,123,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-3.4,7.8,59.0,0.2,2.8,3.0,0.8
2017-01-24,201701,124,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-2.8,9.0,58.4,0.0,1.8,3.0,0.4
2017-01-25,201701,125,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-2.2,11.2,58.8,0.0,1.0,4.0,0.4
2017-01-26,201701,126,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,0.0,15.2,59.8,0.0,1.2,5.0,0.6
2017-01-31,201701,131,마늘,71062.5,1071.4,1.26,147.77,129.226,97.7,88.7,-1.4,11.0,54.2,0.0,1.6,3.4,0.4
2017-02-01,201702,201,마늘,71062.5,1071.4,1.26,150.08,128.564,98.1,90.0,0.2,8.2,49.2,0.0,2.6,2.8,0.2
2017-02-02,201702,202,마늘,71187.5,1071.4,1.26,150.08,128.564,98.1,90.0,0.0,11.8,49.6,0.0,1.8,5.2,0.2
